token_id,token_outcome,market_slug,timestamp,price
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-05 15:00:02,0.02
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-05 16:00:02,0.02
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-05 17:00:03,0.02
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-05 18:00:02,0.02
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-05 19:00:02,0.02
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-05 20:00:02,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-05 21:00:02,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-05 22:00:02,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-05 23:00:02,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 00:00:02,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 01:00:02,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 02:00:03,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 03:00:02,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 04:00:03,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 05:00:02,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 06:00:02,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 07:00:02,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 08:00:02,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 09:00:02,0.03
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 10:00:02,0.0275
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 11:00:02,0.0275
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 12:00:02,0.0275
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 13:00:03,0.0275
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 14:00:02,0.0275
10715043962341292242163832255523703116280692082153281340642602592290195499485,Yes,will-ron-desantis-win-the-us-2024-republican-presidential-nomination,2024-07-06 15:00:02,0.0275
